attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
False,,,10:30,,,,,10:30,False,True,none,False,,True,plrLdKQvnyWlDvQ3kFSqwQ,False,,10:30,False,"['Fast Food', 'Middle Eastern', 'Restaurants']",False,10:30,Gyros on Central,False,False,,,,,,1,False,False,,,37,,AZ,True,19:00,True,False,True,"8941 N Central Ave
Phoenix, AZ 85020",19:00,,False,,,False,10:30,,False,False,19:00,no,True,Phoenix,,,4.0,,business,True,False,33.567452,False,,-112.073536,19:00,,19:00,17:00,True,False,,,,,False,,False,,,False,,10:30,quiet,,casual,,False,[],,False,,False
False,,,11:00,,,,,11:00,False,False,none,False,,False,dpnUnyzN_by1MER7F8ezzA,False,,11:00,False,"['Greek', 'Mediterranean', 'Restaurants']",False,11:00,Gyrosology,False,False,,,,,,1,False,False,,,36,,AZ,True,20:00,False,False,True,"15414 N 7th St
Phoenix, AZ 85022",20:00,,False,,,False,11:00,,False,False,20:00,,False,Phoenix,,,4.0,,business,,False,33.6263076134,False,,-112.066246162,20:00,,20:00,19:00,True,False,,,,,True,,False,,,,,11:00,average,,casual,,False,[],,False,,False
False,,,,,,,,,,,none,False,,False,jwRrr0B1gHYiv8fK4f97Pg,False,,,,"['Fast Food', 'Restaurants']",False,,McDonalds,False,False,,,,,,1,,False,,,5,,AZ,True,,,False,True,"9120 W Thomas Rd
Phoenix, AZ 85037",,,,,,False,,,False,False,,,True,Phoenix,,,3.5,,business,False,False,33.4798832908,,,-112.256656252,,,,,True,False,,,,,,,False,,,True,,,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,False,full_bar,False,,True,fUrErf3orbQN26ocjCgvlA,False,,11:00,False,"['Mexican', 'Tex-Mex', 'Restaurants']",True,11:00,Z'Tejas Southwestern Grill,False,False,,,,,,2,False,False,,,124,,AZ,True,23:00,True,False,True,"1525 E Bethany Home Rd
Phoenix, AZ 85014",22:00,,False,,,True,10:00,,False,False,22:00,free,True,Phoenix,,,3.5,,business,False,False,33.5237125,False,,-112.0485997,22:00,,22:00,23:00,True,False,10:00,,,,True,22:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,True,11:00,,,,,11:00,True,True,full_bar,False,,False,AxdOGtJ8bJmL8uXB0AQS5A,False,,11:00,False,"['Bars', 'Sushi Bars', 'Asian Fusion', 'Cocktail Bars', 'Nightlife', 'Restaurants']",True,11:00,Squid Ink,False,False,,,,,,2,False,True,,False,355,,AZ,True,02:00,False,False,True,"2 E Jefferson St
Ste 108
Phoenix, AZ 85004",00:00,,False,,,True,11:00,,True,False,00:00,free,True,Phoenix,True,,3.5,,business,False,False,33.4473359,False,False,-112.0734243,00:00,,00:00,02:00,False,False,11:00,,False,,True,00:00,False,,True,,,11:00,average,no,casual,,True,[],,False,,False
False,,,,,,,,,False,False,none,False,,True,0LBv0QQK9L6ArPkO4eXjJA,False,,,False,"['Chinese', 'Restaurants']",True,,Hong Kong Kitchen 3,False,False,,,,,,1,False,False,,,33,,AZ,True,,True,False,True,"510 E Baseline Rd
D3
Phoenix, AZ 85042",,,False,,,False,,,False,False,,no,True,Phoenix,,,4.0,,business,True,False,33.3777609,False,,-112.0663223,,,,,True,False,,,,,False,,True,,,,,,quiet,,casual,,True,[],,False,,False
False,,,16:30,,,,,16:30,False,False,full_bar,False,,True,gutyWep7QbUQ8Qwa-r7p9w,False,,16:30,False,"['Sushi Bars', 'Japanese', 'Restaurants']",True,16:30,Ginban Sushi,False,False,,,,,,2,False,False,,,131,,AZ,True,22:00,False,False,True,"3941 E Chandler Blvd
Ste 107
Phoenix, AZ 85048",22:00,,False,,,True,12:00,,True,False,22:00,no,True,Phoenix,,,4.0,,business,False,False,33.3039692818,True,,-111.998306239,22:00,,22:00,22:00,True,False,12:00,,,,True,22:00,False,,,,,16:30,average,,casual,,True,[],,False,,False
False,,,07:00,,,,,07:00,False,False,none,False,,False,J4SaeiH0sIhX8vPZlvx6UQ,False,,07:00,False,"['Fast Food', 'Sandwiches', 'Restaurants']",False,07:00,Subway,False,False,,,,,,1,False,False,,,3,,AZ,True,22:00,False,False,True,"1859 W Greenway Rd
Ste 125
Phoenix, AZ 85023",22:00,,False,,,False,07:00,,False,False,22:00,no,True,Phoenix,,,4.0,,business,True,False,33.6250826028,False,,-112.098975064,22:00,,22:00,22:00,True,False,07:00,,,,False,22:00,False,,,,,07:00,average,,casual,,False,[],,False,,False
False,,,,,,,,,False,False,none,False,,False,MuJ2fcS3r8Qk0Nbq3UerQw,False,,,False,"['Bakeries', 'Food', 'Cafes', 'Restaurants']",False,,La Madeleine Country French Cafe,False,False,,,,,,1,True,False,,,34,,AZ,True,,False,False,True,"3800 E Sky Harbor Blvd
Phoenix, AZ 85034",,,False,,,False,,,False,False,,free,True,Phoenix,,,3.5,,business,False,False,33.4352284,False,,-111.9978273,,,,,False,False,,,,,False,,False,,,,,,average,,casual,,False,[],,False,,False
False,,True,11:00,,,,,11:00,False,False,full_bar,False,,True,uMxfxbqT27XDeU9UTXeErg,False,,11:00,False,"['Bars', 'American (Traditional)', 'Nightlife', 'Barbeque', 'Restaurants']",True,11:00,Bootleggers Modern American Smokehouse,False,False,,,,,,2,False,False,,False,309,,AZ,True,23:00,False,False,True,"3375 E Shea Blvd
Phoenix, AZ 85028",23:00,,False,,,True,11:00,,False,False,23:00,no,True,Phoenix,True,,4.0,,business,True,False,33.581757,True,False,-112.008454,23:00,,23:00,23:00,True,False,11:00,,False,,True,23:00,True,,False,,,11:00,average,outdoor,casual,,True,[],,False,,False
False,,,10:30,,,,,10:30,False,False,none,False,,False,4iRPMiDQQWFA0IS8lWce0Q,False,,10:30,False,"['Restaurants', 'Fish & Chips', 'Italian']",True,10:30,Italian Spoon,False,False,,,,,,1,False,False,,,26,,AZ,True,21:00,False,False,True,"6505 N 7th St
Phoenix, AZ 85014",21:00,,False,,,False,10:30,,False,True,21:00,free,True,Phoenix,,,4.5,,business,,False,33.531328,False,,-112.06466,21:00,,21:00,21:00,True,False,11:00,,,,True,20:00,False,,,,,10:30,average,,casual,,True,[],,False,,False
False,,,16:00,,,,,16:00,False,True,full_bar,False,,False,sWvfFtgSQCALAE_yPYVaTA,False,,16:00,False,"['Seafood', 'American (New)', 'Restaurants']",True,16:00,Little Cleo's Seafood Legend,False,False,,,,,,3,False,False,,,175,,AZ,True,23:00,False,True,False,"5632 N 7th St
Ste 120
Phoenix, AZ 85014",22:00,,False,,,True,16:00,,True,False,22:00,no,True,Phoenix,True,,4.0,,business,False,False,33.519577,True,,-112.065351,22:00,,22:00,23:00,False,False,,,,,False,,False,,False,,,16:00,average,,casual,,True,[],,False,,False
False,,True,11:00,,,,,11:00,False,True,full_bar,False,,True,WCGU5Xn01lfNJG_LvEltzw,False,,11:00,False,"['Gastropubs', 'Mexican', 'Restaurants']",True,11:00,Taco Guild,False,False,,,,,,2,False,False,,False,500,,AZ,True,00:00,False,False,True,"546 E Osborn Rd
Phoenix, AZ 85012",23:00,,False,,,False,11:00,,True,False,23:00,free,True,Phoenix,,,4.0,,business,False,False,33.4877467396,True,False,-112.065664677,23:00,,23:00,00:00,True,False,11:00,,,,True,22:00,False,,,,,11:00,average,no,casual,,True,[],,False,True,False
False,,,11:00,,,,,11:00,False,False,beer_and_wine,False,,True,RlfX4muX5LfJsvmI9qWGvw,False,,11:00,False,"['Thai', 'Salad', 'Restaurants']",True,11:00,Thai Lotus Restaurant,False,False,,,,,,2,False,False,,,127,,AZ,True,22:00,True,False,True,"7023 N 19th Ave
Phoenix, AZ 85021",21:00,,False,,,True,11:00,,False,False,21:00,no,True,Phoenix,,,4.0,,business,True,False,33.5396436,False,,-112.0993598,21:00,,21:00,22:00,True,False,11:00,,,,False,21:00,True,,,,,11:00,quiet,,casual,,True,[],,False,,False
False,,,,,,,,,False,False,full_bar,False,,,AM1w82uN8itEygsT-fl0lg,False,,,False,"['Seafood', 'Mexican', 'Restaurants']",,,Mariscos Chihuahua,,False,,,,,,2,False,,,,5,,AZ,True,,False,,True,"4347 W Indian School Rd
Phoenix, AZ 85031",,,False,,,False,,,False,False,,,True,Phoenix,,,5.0,,business,,False,33.4946864,False,,-112.1537924,,,,,True,,,,,,True,,False,,,,,,loud,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,True,none,False,,True,8DKEWD2DaU6XlMNRN4QNlA,False,,11:00,False,"['American (Traditional)', 'Barbeque', 'Restaurants']",True,,HEK Yeah BBQ,False,False,,,,,,2,False,False,,,148,,AZ,True,20:00,False,False,True,"15044 N Cave Creek Rd
Ste 6
Phoenix, AZ 85032",20:00,,False,,,False,11:00,,False,True,20:00,free,True,Phoenix,True,,4.0,,business,True,False,33.623899,True,,-112.031235,,,20:00,20:00,True,False,11:00,,,,False,16:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,11:00,,,,,10:00,False,False,beer_and_wine,False,,False,Zk584MLn3STVm1ZXpABSmA,False,,11:00,False,"['Sandwiches', 'Salad', 'Restaurants']",False,11:00,Long Wong's of Laveen,False,False,,,,,,1,False,False,,,17,,AZ,True,22:00,False,False,True,"6260 S 35th Ave
Ste 170
Phoenix, AZ 85041",22:00,,False,,,False,10:00,,False,False,22:00,no,True,Phoenix,,,2.5,,business,,False,33.3893280131,False,,-112.1341772,22:00,,22:00,22:00,True,False,10:00,,,,True,22:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,07:00,,,,,07:00,False,True,full_bar,False,,True,eltTG6JOr9cg5FRAgGy8Jw,False,,07:00,False,"['American (New)', 'Cafes', 'Restaurants']",True,07:00,Phoenix Public Market Cafe,True,True,,,,,,2,False,False,,,511,,AZ,True,22:00,True,False,True,"14 E Pierce St
Phoenix, AZ 85004",22:00,,False,,,True,07:00,,False,False,22:00,free,True,Phoenix,True,,4.0,,business,True,False,33.4563262,False,,-112.0737079,22:00,,22:00,22:00,True,False,07:00,,,,True,22:00,False,,True,,,07:00,average,,casual,,True,[],,False,,False
,,,09:00,,,,,09:00,,,,,,,O8OU3j2fsKbDG26UFVmvig,,,09:00,,"['Mexican', 'Restaurants']",,09:00,Taqueria El Guerrerense,,,,,,,,1,,,,,3,,AZ,True,21:00,,,True,"2622 E Mcdowell Rd
Phoenix, AZ 85008",21:00,,,,,False,09:00,,,False,21:00,,True,Phoenix,,,4.0,,business,,,33.466091,,,-112.025083,21:00,,21:00,21:00,True,,09:00,,,,,21:00,,,,,,09:00,,,casual,,True,[],,,,
False,,,07:00,,,,,07:00,False,True,none,False,,False,fGK50PGohkCJJYamqwZ_9g,False,,07:00,False,"['Cafes', 'Restaurants']",False,07:00,Cut Above Cafe,True,False,,,,,,1,True,True,,,10,,AZ,True,15:00,False,False,True,"2800 N Central Ave
Phoenix, AZ 85004",15:00,,False,,,False,,,False,False,15:00,no,True,Phoenix,True,,4.5,,business,True,False,33.4787729,False,,-112.074492,15:00,,15:00,,True,False,,,,,True,,False,,False,,,07:00,average,,casual,,True,[],,False,,False
False,,,07:00,,,,,07:00,False,False,none,False,,,ybZ3HZa_ESwRP6ouQAQ1YA,False,,07:00,False,"['Mexican', 'Restaurants']",,07:00,Tortas El Manantial,,False,,,,,,1,False,,,,5,,AZ,True,23:00,False,,True,"5950 W McDowell Rd
Ste 101
Phoenix, AZ 85035",23:00,,False,,,False,07:00,,False,False,23:00,no,True,Phoenix,,,5.0,,business,,False,33.4663929101,False,,-112.189077996,23:00,,23:00,23:00,True,,07:00,,,,False,23:00,False,,,,,07:00,,,casual,,False,[],,False,,False
False,,,06:00,,,,,06:00,False,True,full_bar,False,,True,SfVsLCVap7VlF3GLUI8PlQ,False,,06:00,False,"['American (New)', 'Restaurants']",True,06:00,RBG Bar & Grill,False,False,,,,,,2,True,False,,,9,,AZ,True,22:00,False,False,True,"427 N 44th St
Phoenix, AZ 85008",22:00,,False,,,True,06:00,,False,False,22:00,free,True,Phoenix,True,,3.5,,business,True,False,33.4531987,False,,-111.9863622,22:00,,22:00,22:00,True,False,06:00,,,,True,22:00,False,,,,,06:00,quiet,,casual,,True,[],,False,,False
False,,,11:00,,,,,11:00,False,True,none,False,,False,fC2nbJgAazYnLK2pCDineg,False,,11:00,False,"['Persian/Iranian', 'Mediterranean', 'Restaurants']",True,11:00,Skewers Persian Grill,True,False,,,,,,2,False,False,,,41,,AZ,True,20:00,True,False,True,"7000 E Mayo Blvd
Phoenix, AZ 85054",20:00,,False,,,False,11:00,,False,False,20:00,no,False,Phoenix,,,4.0,,business,True,False,33.655683992,False,,-111.930027902,20:00,,18:00,20:00,True,False,,,,,False,,True,,,,,11:00,quiet,,casual,,True,[],,False,,False
False,,,,,,,,,False,,,False,,,JPqklvIjiKX7ryMup6k7aA,False,,,False,"['Barbeque', 'Restaurants']",,,Bubba Phatz,,False,,,,,,,False,,,,5,,AZ,,,False,,True,"610 E Roosevelt St
Phoenix, AZ 85004",,,False,,,,,,False,,,,False,Phoenix,,,3.5,,business,,False,33.4586895,False,,-112.0671875,,,,,,,,,,,,,False,,,,,,,,,,,[],,False,,False
False,,,06:30,,,,,06:30,False,True,full_bar,False,,True,qT4w8n27RBQ_slz_FiK0CQ,False,,06:30,True,"['Breakfast & Brunch', 'Restaurants']",True,06:30,Snooze an AM Eatery,False,False,,,,,,2,True,False,,,676,,AZ,True,14:30,False,False,True,"Town and Country
2045 E Camelback Rd
Phoenix, AZ 85016",14:30,,False,,,False,06:30,,False,False,14:30,free,True,Phoenix,True,,4.0,,business,True,False,33.5092556,False,,-112.0378823,14:30,,14:30,14:30,True,False,06:30,,,,True,14:30,True,,,,,06:30,average,,casual,,True,[],,False,,False
False,,,10:00,,,,,10:00,False,False,none,False,,False,oaWjFIeS4wENJdsl5rBRMw,False,,10:00,False,"['Sandwiches', 'Restaurants']",False,10:00,Jimmy John's,False,False,,,,,,1,False,False,,,19,,AZ,True,22:00,True,False,True,"7000 E Mayo Blvd
Ste 1046
Phoenix, AZ 85054",22:00,,False,,,False,10:00,,False,True,22:00,no,True,Phoenix,,,2.0,,business,True,False,33.6556844,False,,-111.9300279,22:00,,22:00,22:00,True,False,10:00,,,,False,22:00,False,,,,,10:00,very_loud,,casual,,True,[],,False,,False
,,,,,,,,,False,True,,,,,3gdhmJq9rw-XnhhFfWWn1A,,,,False,"['Cafes', 'Restaurants']",False,,Miss Lulu's Cafe,,,,,,,,1,False,,,,4,,AZ,True,,False,,True,"1111 E McDowell Rd
Phoenix, AZ 85006",,,False,,,False,,,,True,,,True,Phoenix,,,2.5,,business,,,33.465137,False,,-112.057972,,,,,True,,,,,,False,,,,,,,,average,,casual,,True,[],,,,
False,,,,,,,,,False,False,none,False,,False,JkxRvYg5hR1YsulxJhNNzg,False,,,False,"['Mexican', 'Restaurants']",True,,Tacos La Lomita,False,False,,,,,,1,True,False,,,12,,AZ,True,,False,False,True,"8449 W McDowell Rd
Phoenix, AZ 85037",,,False,,,False,,,False,False,,no,True,Phoenix,,,3.5,,business,True,False,33.4651041968,False,,-112.241885754,,,,,True,False,,,,,True,,True,,,,,,average,,casual,,True,[],,False,,False
,,,,,,,,,,,,,,,dRxHjt418sFRxhyC-FwJtQ,,,,,"['Sandwiches', 'Restaurants']",,,Jetbox Market,,,,,,,,,,,,,3,,AZ,True,,,,,"Phoenix SkyHabour Aurport
3400 E Skyharbour Blvd
Phoenix, AZ 85034",,,,,,,,,,False,,no,True,Phoenix,,,2.0,,business,,,33.4375327492,,,-112.002290017,,,,,,,,,,,,,,,,,,,average,,,,,[],,,,
,,,,,,,,,,False,none,,,,5Fwwfw20IbIFWzVyAukZJw,,,,,"['Chinese', 'Restaurants']",False,,Urban Wok,,,,,,,,2,,,,,4,,AZ,True,,,,True,"100 N 3rd St
Phoenix, AZ 85004",,,,,,False,,,,False,,paid,True,Phoenix,,,1.0,,business,False,,33.4493510913,,,-112.069268078,,,,,False,,,,,,False,,,,,,,,average,,casual,,True,[],,,,
,,,09:00,,,,,09:00,False,,none,,,,mE31SR1RhKsAeo4MK1ra6g,,,09:00,False,"['American (New)', 'Restaurants']",False,09:00,Kings Subs,,,,,,,,2,False,,,,8,,AZ,True,19:00,False,,True,"3020 West Thomas Rd
Phoenix, AZ 85009",19:00,,False,,,False,10:00,,,True,19:00,no,True,Phoenix,,,3.5,,business,,,33.480764822,False,,-112.125515894,19:00,,19:00,16:00,True,,,,,,True,,,,,,,09:00,,,casual,,True,[],,,,
False,,,17:00,,,,,17:00,False,True,full_bar,False,,False,XfVGU6WGZKc867spn2TImw,False,,17:00,False,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']",True,,Pomo Pizzeria - Downtown Phoenix,True,False,,,,,,2,False,False,,,450,,AZ,True,23:00,False,False,True,"705 N 1st St
Ste 120
Phoenix, AZ 85004",22:00,,False,,,False,17:00,,True,False,22:00,free,True,Phoenix,True,,4.5,,business,False,False,33.4558709,True,,-112.0722832,,,22:00,23:00,True,False,17:00,,,,True,22:00,False,,,,,17:00,average,,casual,,True,[],,False,,False
False,,,16:00,,,,,16:00,False,True,full_bar,False,,True,le-4m9rKxHVPB2l8GWLYcw,False,,16:00,False,"['Restaurants', 'Italian']",True,,Caffe Daniel,False,False,,,,,,2,False,False,,,48,,AZ,True,22:00,False,False,True,"3115 E Lincoln Dr
Phoenix, AZ 85016",22:00,,False,,,True,16:00,,False,False,22:00,no,False,Phoenix,True,,4.5,,business,True,True,33.530322,True,,-112.01424,,,22:00,22:00,False,False,,,,,True,,False,,,,,16:00,average,,casual,,True,[],,False,,False
False,,,09:00,,,,,09:00,False,False,none,False,,False,4eiyUIimE3CsWZbZuBWnpA,False,,09:00,False,"['Bakeries', 'Food', 'Coffee & Tea', 'Gluten-Free', 'Restaurants']",,09:00,Gluten Free Creations,False,False,,,,,,1,False,False,,,18,,AZ,True,17:00,False,False,True,"10880 N 32nd St
Ste 39
Phoenix, AZ 85028",17:00,,False,,,False,09:00,,False,False,17:00,no,True,Phoenix,,,4.5,,business,False,False,33.5854940356,False,,-112.013359107,15:00,,17:00,15:00,True,False,,,,,False,,False,,,,,09:00,quiet,,casual,,False,[],,False,,False
False,,,,,,,,,False,,none,False,,,3N3p2ty2803UH7JRJvzjhQ,False,,,False,"['Barbeque', 'Restaurants']",,,Luv Me Tender BBQ,,False,,,,,,1,False,,,,3,,AZ,,,False,,True,"2812 E Thomas Rd
Phoenix, AZ 85016",,,False,,,,,,False,,,,True,Phoenix,,,2.5,,business,,False,33.480678,False,,-112.020834,,,,,,,,,,,,,False,,,,,,,,,,,[],,False,,False
False,,True,10:30,,,,,10:30,False,True,full_bar,False,,True,8Jg4S5r79dh0l3rIbpVBcg,False,,10:30,False,"['Sandwiches', 'Bars', 'Pizza', 'Nightlife', 'Restaurants']",True,10:30,Mellow Mushroom,False,False,,,,,,2,False,False,,False,165,,AZ,True,02:00,False,False,True,"14205 S 50th St
Phoenix, AZ 85044",02:00,,False,,,True,10:30,,False,True,02:00,free,True,Phoenix,True,,3.0,,business,False,False,33.317959,True,False,-111.975646,02:00,,02:00,02:00,True,False,10:30,,False,,True,02:00,True,,,,,10:30,average,no,casual,,True,[],,False,,False
False,,,06:30,,,,,06:30,False,True,full_bar,False,,True,Fj73x68afXtA388ajOe3qw,False,,06:30,False,"['Breakfast & Brunch', 'Restaurants']",True,06:30,U.S. Egg,False,False,,,,,,2,True,False,,,111,,AZ,True,14:30,False,False,True,"2957 W Bell Rd
Phoenix, AZ 85053",14:30,,False,,,False,06:30,,False,False,14:30,free,True,Phoenix,True,,4.5,,business,False,False,33.6395468018,False,,-112.123249516,14:30,,14:30,14:30,True,False,06:30,,,,False,14:30,True,,,False,,06:30,average,no,casual,,True,[],,False,,False
False,,,17:30,,,,,17:30,False,False,full_bar,False,,True,4al-jj2H4VAbTx08jKGPVw,False,,17:30,False,"['Indian', 'Buffets', 'Restaurants']",True,17:30,Mayuri Palace,False,False,,,,,,2,False,False,,,79,,AZ,True,22:00,True,False,True,"2410 W Bell Rd
Phoenix, AZ 85023",21:30,,False,,,True,17:30,,False,False,21:30,no,True,Phoenix,,,3.5,,business,True,False,33.6401217,False,,-112.1116606,21:30,,21:30,22:00,True,False,17:30,,,,False,21:30,True,,,,,17:30,average,,casual,,True,[],,False,,False
False,,,10:30,,,,,10:30,False,False,beer_and_wine,False,,True,3zn5yjALes8-fxLvpO7_-A,False,,10:30,False,"['Vegetarian', 'Vietnamese', 'Restaurants']",True,10:30,Song Lynn,False,False,,,,,,1,False,False,,,107,,AZ,True,21:30,True,False,True,"2755 N 91st Ave
Suite A150/160
Phoenix, AZ 85037",21:30,,False,,,True,10:30,,False,False,,free,True,Phoenix,,,4.0,,business,True,False,33.4780159,False,,-112.254559,21:00,,21:00,21:30,True,False,10:30,,,,True,21:00,True,,,,,,quiet,,casual,,True,[],,False,,False
,,,,,,,,,False,False,none,,,,t6lvhOMRI0_AJrEqA7cd3g,,,,False,"['Chinese', 'Restaurants']",,,Dragon Chinese Restaurant,,,,,,,,1,False,,,,13,,AZ,True,,False,,True,"1739 W Glendale
Phoenix, AZ 85021",,,False,,,False,,,,,,,False,Phoenix,,,4.0,,business,,,33.538144,False,,-112.096976,,,,,True,,,,,,True,,,,,,,,average,,casual,,True,[],,,,
False,,True,16:00,,,,,16:00,False,True,beer_and_wine,False,,True,pVnUE5EeIaIbjXzaH7sLyw,False,,16:00,False,"['Nightlife', 'Gastropubs', 'Beer Gardens', 'Bars', 'Restaurants']",True,16:00,The Attic,False,False,,,False,,True,2,False,False,False,False,206,,AZ,True,00:00,False,True,True,"4247 E Indian School Rd
Phoenix, AZ 85018",00:00,,False,False,,True,10:30,,False,False,00:00,no,True,Phoenix,True,,4.0,,business,False,False,33.494594,True,False,-111.9893448,00:00,,00:00,00:00,False,False,09:30,,False,,True,22:00,True,,False,,,16:00,average,no,casual,,True,[],,False,False,False
,,,,,,,,,,False,none,,,False,sbZx62E3iv99DZB5EXxWqw,,,,,"['Fast Food', 'Sandwiches', 'Restaurants']",False,,Subway,False,,,,,,,,,False,,,4,,AZ,True,,,False,True,"3425 W Thunderbird Rd Ste 14
Ste 14
Phoenix, AZ 85053",,,,,,False,,,,False,,,True,Phoenix,,,2.5,,business,,,33.6108079,,,-112.1310284,,,,,True,False,,,,,False,,,,,,,,,,casual,,True,[],,,,
False,,True,10:00,,,,,10:00,False,True,full_bar,False,,False,I6lnbOahIb_2SxdcuDOuzQ,False,,10:00,False,"['Breakfast & Brunch', 'Bars', 'Gay Bars', 'Nightlife', 'Restaurants']",False,10:00,Zorfs,False,False,,,False,,False,1,False,False,False,False,7,,AZ,True,02:00,False,False,False,"1028 E Indian School Rd
Phoenix, AZ 85014",02:00,,False,False,,False,10:00,,False,False,02:00,no,False,Phoenix,,,2.5,,business,False,False,33.494746,False,False,-112.0598182,02:00,,02:00,02:00,False,False,10:00,,True,,True,02:00,False,,,,,10:00,quiet,outdoor,casual,,False,[],,False,False,False
False,,,11:00,,,,,11:00,False,True,beer_and_wine,False,,True,xr2szu7jYIWbj4tlKef61w,False,,11:00,False,"['Italian', 'Pizza', 'Restaurants']",True,11:00,Pezzano's Pizza,False,False,,,,,,2,False,False,,,55,,AZ,True,21:00,True,False,True,"3130 E Union Hills Dr
Phoenix, AZ 85050",21:00,,False,,,True,11:30,,False,False,21:00,no,False,Phoenix,,,4.0,,business,True,False,33.6556294,False,,-112.015465,21:00,,21:00,21:00,True,False,11:30,,,,True,21:00,True,,,,,11:00,average,,casual,,True,[],,False,,False
False,,,06:00,,,,,06:00,False,True,none,False,,True,ljx5LTH8Ksl_KoyYZlyH8Q,False,,06:00,False,"['Barbeque', 'Restaurants']",False,06:00,Waldo's BBQ Express,False,False,,,,,,1,False,False,,,49,,AZ,True,20:00,True,False,True,"9706 N 7th St
Phoenix, AZ 85020",20:00,,False,,,False,06:00,,False,False,20:00,no,True,Phoenix,,,4.0,,business,True,False,33.574496,False,,-112.065478,20:00,,20:00,20:00,True,False,10:00,,,,False,21:00,True,,,,,06:00,quiet,,casual,,False,[],,False,,False
,,,10:00,,,,,10:00,False,False,full_bar,,,,9POSNBQpkDxcOlbxSp6-4Q,,,10:00,False,"['Pubs', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",,10:00,Jake's Sports Bar and Grill,,,,,False,,False,2,False,,True,,10,,AZ,True,02:00,False,,,"2017 E Cactus Rd
Phoenix, AZ 85022",02:00,,False,False,,False,09:00,,,False,02:00,,True,Phoenix,,,3.5,,business,,,33.596293,False,,-112.0361182,02:00,,02:00,14:00,False,,09:00,,False,,True,14:00,,,,,,10:00,,,casual,,False,[],,,True,
False,,,07:00,,,,,07:00,False,True,full_bar,False,,True,KgbCo7ZDFc5bY7w09PReGQ,False,,07:00,False,"['Breakfast & Brunch', 'American (New)', 'Restaurants']",True,07:00,Cafe At Desert Ridge,False,False,,,,,,2,True,False,,,43,,AZ,True,15:00,False,False,True,"20910 N Tatum Blvd
Ste 100
Phoenix, AZ 85050",15:00,,False,,,True,07:00,,False,False,15:00,free,False,Phoenix,True,,4.0,,business,True,False,33.6747352101,False,,-111.980063436,15:00,,15:00,15:00,True,False,07:00,,,,True,15:00,True,,,,,07:00,average,,casual,,True,[],,False,,False
